"timestamp","count","uniques","date_retrieved"
"2021-02-08T00:00:00Z",1,1,2021-02-17
"2021-02-09T00:00:00Z",1,1,2021-02-17
"2021-02-10T00:00:00Z",3,3,2021-02-17
"2021-02-11T00:00:00Z",4,4,2021-02-17
"2021-02-12T00:00:00Z",1,1,2021-02-17
"2021-02-13T00:00:00Z",3,3,2021-02-17
"2021-02-14T00:00:00Z",1,1,2021-02-17
"2021-02-15T00:00:00Z",2,2,2021-02-17
"2021-02-16T00:00:00Z",2,2,2021-02-17
"2021-02-05T00:00:00Z",2,2,2021-02-18
"2021-02-06T00:00:00Z",3,3,2021-02-18
"2021-02-07T00:00:00Z",3,3,2021-02-18
"2021-02-08T00:00:00Z",1,1,2021-02-18
"2021-02-09T00:00:00Z",1,1,2021-02-18
"2021-02-10T00:00:00Z",3,3,2021-02-18
"2021-02-11T00:00:00Z",4,4,2021-02-18
"2021-02-12T00:00:00Z",1,1,2021-02-18
"2021-02-13T00:00:00Z",3,3,2021-02-18
"2021-02-14T00:00:00Z",1,1,2021-02-18
"2021-02-15T00:00:00Z",2,2,2021-02-18
"2021-02-16T00:00:00Z",2,2,2021-02-18
"2021-02-17T00:00:00Z",1,1,2021-02-18
"2021-02-06T00:00:00Z",3,3,2021-02-19
"2021-02-07T00:00:00Z",3,3,2021-02-19
"2021-02-08T00:00:00Z",1,1,2021-02-19
"2021-02-09T00:00:00Z",1,1,2021-02-19
"2021-02-10T00:00:00Z",3,3,2021-02-19
"2021-02-11T00:00:00Z",4,4,2021-02-19
"2021-02-12T00:00:00Z",1,1,2021-02-19
"2021-02-13T00:00:00Z",3,3,2021-02-19
"2021-02-14T00:00:00Z",1,1,2021-02-19
"2021-02-15T00:00:00Z",2,2,2021-02-19
"2021-02-16T00:00:00Z",2,2,2021-02-19
"2021-02-17T00:00:00Z",1,1,2021-02-19
"2021-02-18T00:00:00Z",1,1,2021-02-19
"2021-02-07T00:00:00Z",3,3,2021-02-20
"2021-02-08T00:00:00Z",1,1,2021-02-20
"2021-02-09T00:00:00Z",1,1,2021-02-20
"2021-02-10T00:00:00Z",3,3,2021-02-20
"2021-02-11T00:00:00Z",4,4,2021-02-20
"2021-02-12T00:00:00Z",1,1,2021-02-20
"2021-02-13T00:00:00Z",3,3,2021-02-20
"2021-02-14T00:00:00Z",1,1,2021-02-20
"2021-02-15T00:00:00Z",2,2,2021-02-20
"2021-02-16T00:00:00Z",2,2,2021-02-20
"2021-02-17T00:00:00Z",1,1,2021-02-20
"2021-02-18T00:00:00Z",1,1,2021-02-20
"2021-02-19T00:00:00Z",1,1,2021-02-20
"2021-02-08T00:00:00Z",1,1,2021-02-21
"2021-02-09T00:00:00Z",1,1,2021-02-21
"2021-02-10T00:00:00Z",3,3,2021-02-21
"2021-02-11T00:00:00Z",4,4,2021-02-21
"2021-02-12T00:00:00Z",1,1,2021-02-21
"2021-02-13T00:00:00Z",3,3,2021-02-21
"2021-02-14T00:00:00Z",1,1,2021-02-21
"2021-02-15T00:00:00Z",2,2,2021-02-21
"2021-02-16T00:00:00Z",2,2,2021-02-21
"2021-02-17T00:00:00Z",1,1,2021-02-21
"2021-02-18T00:00:00Z",1,1,2021-02-21
"2021-02-19T00:00:00Z",1,1,2021-02-21
"2021-02-20T00:00:00Z",3,3,2021-02-21
"2021-02-08T00:00:00Z",1,1,2021-02-22
"2021-02-09T00:00:00Z",1,1,2021-02-22
"2021-02-10T00:00:00Z",3,3,2021-02-22
"2021-02-11T00:00:00Z",4,4,2021-02-22
"2021-02-12T00:00:00Z",1,1,2021-02-22
"2021-02-13T00:00:00Z",3,3,2021-02-22
"2021-02-14T00:00:00Z",1,1,2021-02-22
"2021-02-15T00:00:00Z",2,2,2021-02-22
"2021-02-16T00:00:00Z",2,2,2021-02-22
"2021-02-17T00:00:00Z",1,1,2021-02-22
"2021-02-18T00:00:00Z",1,1,2021-02-22
"2021-02-19T00:00:00Z",1,1,2021-02-22
"2021-02-20T00:00:00Z",3,3,2021-02-22
"2021-02-21T00:00:00Z",1,1,2021-02-22
"2021-02-10T00:00:00Z",3,3,2021-02-23
"2021-02-11T00:00:00Z",4,4,2021-02-23
"2021-02-12T00:00:00Z",1,1,2021-02-23
"2021-02-13T00:00:00Z",3,3,2021-02-23
"2021-02-14T00:00:00Z",1,1,2021-02-23
"2021-02-15T00:00:00Z",2,2,2021-02-23
"2021-02-16T00:00:00Z",2,2,2021-02-23
"2021-02-17T00:00:00Z",1,1,2021-02-23
"2021-02-18T00:00:00Z",1,1,2021-02-23
